airline,dep_airport,arr_airport,aircraft_type,month,day_of_week,dep_hour,weather_severity,wind_speed,visibility,congestion,distance,prev_delay,delay_minutes,is_delayed
DL,MSP,DFW,E175,4,6,17,6,47,6.3,6,832,88,18,1
AA,MIA,CLT,A380,6,6,13,2,13,3.4,2,475,63,9,0
AA,CLT,PHX,787,12,3,10,2,7,2.3,4,1543,47,13,0
NK,ATL,LAS,777,7,0,19,8,37,6.3,3,1619,58,26,1
AS,EWR,MCO,787,4,5,10,5,31,2.4,8,2813,31,13,0
NK,BOS,MSP,777,9,3,15,6,46,7.8,4,2199,64,13,0
UA,DEN,SFO,737,5,3,13,2,77,8.0,2,1795,58,10,0
B6,DTW,LAS,A319,2,4,5,6,52,3.1,10,2989,67,18,1
DL,MIA,PHX,787,4,0,5,3,57,3.8,10,2350,13,16,1
F9,SFO,PHX,A350,1,1,7,7,67,2.3,3,2582,2,9,0
WN,LAX,SEA,A321,1,2,15,9,36,4.0,10,954,76,32,1
B6,ORD,DTW,737,3,0,19,4,64,4.8,2,2788,8,11,0
AA,CLT,DFW,E175,4,5,19,1,14,5.8,6,975,80,5,0
UA,LAX,DFW,A320,6,4,15,4,32,4.8,4,975,10,11,0
AA,CLT,SFO,A380,6,0,14,5,59,2.6,3,943,73,12,0
B6,EWR,DTW,A380,2,6,7,3,75,9.4,7,2162,37,10,0
WN,CLT,PHX,777,12,3,20,7,29,1.0,10,1668,63,23,1
B6,MCO,DFW,737,12,0,21,3,58,2.0,5,1802,15,12,0
UA,DEN,PHX,737MAX,9,4,16,8,29,7.8,9,2900,28,20,1
B6,MCO,DTW,A319,7,3,22,6,46,7.3,2,2469,74,15,0
AA,LAX,ORD,A350,2,6,6,6,52,3.0,9,2086,23,6,0
NK,MCO,MSP,A321,3,1,11,3,6,3.6,5,667,80,8,0
UA,LGA,EWR,A350,9,3,19,6,4,3.2,10,2893,68,15,0
F9,PHX,JFK,737MAX,6,4,16,4,14,9.2,3,720,66,13,0
DL,LAX,LGA,737MAX,2,5,6,9,13,5.1,9,2157,33,15,0
UA,CLT,MSP,777,12,0,11,6,52,4.2,4,1213,55,15,0
DL,ATL,LGA,A319,10,0,11,10,32,0.3,3,2039,55,14,0
AS,LAX,DTW,E175,9,3,12,8,44,5.8,7,2931,43,8,0
AA,DTW,ORD,737MAX,6,0,13,4,49,5.1,1,1710,66,22,1
AS,CLT,BOS,A321,6,1,21,8,13,0.5,7,2023,40,16,1
B6,EWR,DTW,A321,8,6,6,6,57,4.8,3,1082,79,26,1
NK,EWR,MCO,737MAX,7,4,8,4,66,1.0,9,1179,11,24,1
AA,DTW,LAX,A380,5,2,17,1,75,2.1,7,1147,84,15,0
B6,ATL,PHX,777,11,3,6,10,45,9.1,2,2358,2,10,0
NK,JFK,LGA,E175,9,0,11,8,17,9.8,7,2629,13,5,0
UA,CLT,JFK,A350,8,0,11,5,23,9.4,1,2289,44,10,0
UA,ATL,LAS,A380,4,1,8,9,13,6.0,5,557,81,13,0
AA,SEA,ATL,E175,12,2,20,4,46,9.1,6,1565,18,16,1
F9,SFO,LGA,A320,5,0,13,7,67,8.0,2,2243,47,9,0
F9,SFO,SEA,A380,4,3,22,2,24,2.5,4,882,7,10,0
F9,CLT,DEN,A380,3,3,20,2,79,7.1,7,526,67,19,1
B6,PHX,DTW,787,3,0,15,8,58,5.8,4,635,44,14,0
NK,LGA,ATL,777,1,5,10,6,17,5.9,10,681,10,12,0
UA,LAX,SEA,737MAX,2,3,5,4,10,9.0,2,954,54,5,0
WN,DEN,JFK,A350,8,3,9,8,19,0.6,7,1743,58,21,1
AS,ATL,DEN,A380,7,3,16,4,49,2.6,9,2243,24,10,0
WN,ATL,DEN,737,8,6,15,4,57,6.1,10,1552,23,15,0
DL,ATL,SFO,E175,8,0,13,4,54,6.1,10,1061,33,18,1
DL,PHX,MIA,A319,7,4,6,4,16,1.2,10,1347,31,13,0
AS,MIA,ATL,A320,9,3,20,3,1,8.8,6,1393,55,8,0
AS,ATL,DTW,777,5,4,13,6,46,1.8,9,882,8,12,0
AA,DTW,EWR,A380,10,0,8,8,68,6.8,5,1545,80,23,1
DL,PHX,ATL,787,7,3,7,8,75,7.0,9,1265,20,20,1
UA,MIA,DTW,A350,10,3,7,2,17,8.3,10,2371,0,1,0
UA,DEN,LAS,A380,11,4,20,4,63,0.9,7,408,58,20,1
WN,EWR,SFO,737,8,1,19,7,16,5.1,9,753,21,12,0
AA,DFW,DEN,A320,8,5,20,4,28,9.2,3,641,41,10,0
NK,MIA,JFK,A321,2,0,10,9,70,6.6,9,1090,70,21,1
B6,LGA,JFK,737MAX,7,3,12,8,76,4.9,5,1283,48,24,1
AS,BOS,EWR,E175,5,1,15,5,41,1.6,6,2096,34,12,0
B6,BOS,LGA,A380,10,2,13,4,26,5.3,9,460,43,17,1
DL,JFK,ATL,A321,6,4,17,9,57,7.8,10,1687,60,23,1
DL,BOS,DFW,E175,4,0,9,5,49,2.5,7,1431,20,13,0
DL,LAX,DTW,777,6,6,16,3,68,6.8,5,2823,65,20,1
F9,PHX,SFO,777,4,2,16,1,27,3.5,2,1720,32,11,0
B6,CLT,LAS,A380,7,3,7,10,70,2.6,6,2198,18,28,1
NK,SFO,LAX,A321,4,6,11,7,79,3.6,10,337,65,27,1
F9,EWR,PHX,777,5,0,6,7,57,6.0,2,984,80,18,1
AS,EWR,MSP,A321,7,0,18,6,16,4.0,1,702,70,18,1
B6,LGA,PHX,737MAX,5,0,12,3,77,7.3,10,2122,49,21,1
AA,CLT,EWR,777,9,4,14,3,17,6.5,3,2254,45,6,0
F9,PHX,LGA,A320,4,3,11,1,25,3.2,8,1504,81,12,0
AS,CLT,ORD,787,8,2,13,3,47,3.5,7,2034,43,11,0
F9,CLT,ATL,A321,5,4,18,6,51,3.0,10,1947,0,16,1
DL,MIA,DTW,777,12,0,9,1,54,8.0,3,2087,23,12,0
WN,ORD,MCO,A321,6,0,8,5,46,5.6,6,738,40,18,1
F9,JFK,ATL,A320,6,6,16,8,54,3.2,10,1647,85,26,1
B6,BOS,DFW,E175,3,5,22,1,31,6.1,4,329,80,2,0
NK,MIA,MCO,A350,5,6,12,5,22,9.9,7,2077,38,16,1
AA,LAX,SFO,E175,11,4,8,6,11,4.5,5,337,69,12,0
NK,SEA,DTW,A380,7,3,20,3,41,4.7,6,1042,22,9,0
AA,ATL,MSP,A380,2,3,11,9,34,5.4,3,316,37,14,0
AA,ATL,MCO,A320,11,3,20,10,69,8.8,1,2693,15,13,0
AS,JFK,MCO,737MAX,6,2,7,2,5,7.1,5,2826,0,7,0
DL,MIA,ATL,777,1,3,8,10,57,6.9,7,549,19,16,1
B6,BOS,CLT,777,3,0,11,2,40,1.3,4,560,45,19,1
UA,MCO,EWR,737MAX,2,2,12,3,36,8.5,1,2042,25,13,0
B6,BOS,EWR,A320,11,5,19,6,18,7.1,3,1286,55,12,0
DL,CLT,MSP,A380,2,5,11,6,11,3.6,5,2882,21,10,0
DL,SFO,DTW,A380,12,3,16,6,63,8.9,9,1272,2,11,0
AS,EWR,DEN,A319,1,3,12,3,10,9.6,1,1424,24,6,0
B6,LGA,PHX,A319,8,3,20,5,72,1.1,7,2634,43,16,1
AS,DEN,ATL,A350,1,5,5,5,78,3.1,6,2064,22,16,1
AS,EWR,ORD,787,10,5,14,1,56,6.7,5,678,16,11,0
WN,DEN,JFK,737MAX,5,0,21,5,3,9.5,1,1632,15,8,0
UA,ATL,MCO,A380,12,2,17,8,62,6.4,2,372,66,23,1
UA,DFW,MIA,A321,9,2,10,6,5,8.3,9,1838,20,16,1
B6,DFW,ATL,A321,3,6,20,10,44,8.6,3,730,78,16,1
AA,PHX,MIA,E175,4,5,21,10,69,4.2,4,1043,79,20,1
NK,MIA,LAS,737MAX,12,0,21,6,16,8.4,4,2575,80,14,0
DL,PHX,MSP,A319,7,0,15,1,10,9.3,2,1704,64,10,0
DL,LGA,SFO,E175,9,4,19,1,12,5.3,8,1908,84,11,0
WN,DTW,LGA,737MAX,8,1,6,3,74,7.0,3,865,37,16,1
B6,DFW,DTW,A320,6,6,22,4,71,2.7,2,2143,81,23,1
UA,ORD,DTW,737MAX,5,6,10,9,47,9.1,8,636,8,18,1
UA,LGA,DTW,E175,12,3,17,10,12,3.8,2,1572,35,16,1
AS,DFW,LGA,A320,3,1,13,9,36,9.8,9,2224,28,15,0
B6,LGA,MIA,777,7,5,16,9,59,8.1,3,2242,16,21,1
NK,DEN,EWR,A321,9,1,6,3,46,5.4,7,384,76,12,0
F9,MSP,SEA,737MAX,7,2,21,10,39,7.1,1,2699,30,14,0
DL,BOS,CLT,737MAX,4,3,12,9,32,4.5,3,1679,77,11,0
DL,DFW,ATL,737MAX,7,2,7,5,53,6.9,9,730,1,18,1
AA,LGA,ORD,A320,7,0,17,9,59,1.0,2,1866,34,27,1
WN,MIA,PHX,A319,12,6,13,2,51,4.5,8,879,63,15,0
AA,MSP,BOS,787,5,2,13,6,16,0.8,4,770,82,21,1
DL,MSP,DTW,A321,5,5,8,8,53,0.5,4,2661,18,16,1
AA,MCO,DTW,A350,10,6,13,5,38,6.9,1,2360,62,10,0
AS,ATL,MIA,A319,11,4,12,10,22,1.4,1,2209,33,15,0
F9,MIA,MCO,737MAX,6,1,17,4,8,1.5,8,1638,18,17,1
AS,LGA,ORD,A321,9,3,19,5,19,1.5,5,2555,67,12,0
AA,LAS,SFO,A350,4,4,22,2,78,5.2,1,601,42,12,0
F9,DFW,CLT,737MAX,3,3,5,10,5,2.4,2,683,22,13,0
B6,EWR,ATL,787,4,0,18,2,36,6.0,3,1467,60,6,0
UA,EWR,ORD,777,1,2,21,7,25,5.6,8,2595,1,7,0
UA,EWR,MCO,A321,1,5,21,7,4,2.1,6,2512,46,12,0
AS,CLT,LGA,777,5,3,20,6,45,3.4,9,2662,89,17,1
AA,BOS,LAX,737,10,5,13,8,69,2.5,8,1069,39,25,1
NK,MSP,DFW,A380,2,0,9,8,75,0.8,5,2565,66,19,1
WN,BOS,ATL,787,3,5,14,3,14,9.1,10,1898,20,11,0
AS,SEA,ORD,A319,6,4,5,3,59,3.1,2,1254,36,15,0
DL,JFK,MCO,A321,6,5,11,10,48,0.8,5,2937,78,26,1
F9,LAS,LAX,737MAX,3,2,6,9,55,5.1,9,973,49,12,0
B6,DTW,ORD,737,12,4,16,7,3,3.4,4,2465,10,15,0
NK,EWR,DFW,737MAX,10,4,19,3,38,7.4,5,1998,81,16,1
F9,BOS,LAX,A320,3,5,22,3,68,4.0,7,825,72,17,1
AS,ATL,DFW,737MAX,3,1,7,3,8,0.8,5,730,6,4,0
DL,MIA,ATL,777,4,1,5,9,25,3.1,3,2975,60,16,1
WN,BOS,SEA,A320,7,4,22,6,19,6.3,1,2728,15,7,0
AS,ORD,DTW,737,4,4,16,6,42,7.9,7,601,1,14,0
NK,SEA,ATL,A350,5,3,9,3,8,4.6,6,779,60,12,0
AA,MIA,LGA,777,1,4,13,8,72,6.0,4,1179,81,23,1
B6,PHX,MCO,737,9,3,18,1,32,1.2,2,924,19,11,0
F9,ATL,SFO,737MAX,3,5,8,9,29,0.4,5,1086,18,18,1
AS,DFW,LGA,777,7,1,6,7,28,6.1,7,1232,39,6,0
NK,MIA,MCO,A319,3,6,19,5,12,2.1,5,2750,49,10,0
WN,DEN,DTW,737,1,5,22,3,45,4.3,5,849,2,11,0
WN,LAX,MIA,777,10,2,8,5,57,8.9,5,884,42,14,0
AS,LAX,DEN,A321,12,3,19,8,39,3.8,5,862,61,20,1
AA,SEA,ORD,A321,6,0,11,2,9,5.8,7,2520,39,15,0
UA,EWR,MIA,737,1,1,13,10,42,9.5,1,1371,42,15,0
B6,PHX,MCO,787,2,6,13,2,44,3.7,2,738,0,8,0
AA,PHX,BOS,737MAX,12,0,21,3,33,6.3,5,1681,72,10,0
DL,SEA,DTW,E175,3,6,5,9,35,9.6,1,1860,52,17,1
B6,SEA,LAX,A321,9,6,14,7,45,0.7,5,954,37,19,1
B6,SEA,LGA,A319,11,5,21,7,79,5.2,1,2699,53,16,1
NK,DTW,DEN,737MAX,11,1,5,6,34,4.7,4,899,9,11,0
UA,SEA,CLT,A320,4,5,22,1,39,3.5,5,2534,37,2,0
AS,ORD,LAX,A350,3,3,16,9,40,3.9,8,2914,89,13,0
WN,DTW,SEA,777,2,2,11,2,0,7.2,6,1984,26,8,0
B6,DFW,PHX,A321,4,0,18,5,46,8.7,1,2277,55,8,0
WN,LAS,MSP,A320,8,5,22,9,48,2.1,7,899,5,15,0
AA,DEN,SFO,787,12,4,13,9,46,1.9,3,2814,27,11,0
AS,SEA,DEN,737MAX,5,1,22,5,36,0.4,1,1024,79,11,0
WN,JFK,EWR,A319,3,6,13,4,10,2.0,8,488,32,14,0
AS,LAX,LGA,A350,11,3,8,2,5,6.1,2,1884,84,17,1
B6,DEN,PHX,A321,10,1,22,5,67,6.8,3,1435,49,10,0
F9,EWR,SFO,A321,7,0,15,8,18,7.2,10,1156,5,17,1
NK,LGA,SFO,A321,2,1,21,9,66,8.5,1,2836,73,20,1
DL,DTW,DEN,A380,12,1,12,1,77,8.6,9,1040,61,12,0
UA,PHX,LAS,737,4,4,16,2,45,3.3,4,815,70,10,0
DL,LAX,DEN,A321,6,1,7,9,14,8.6,7,862,15,5,0
NK,PHX,SFO,737MAX,9,6,14,9,21,3.6,1,608,75,20,1
F9,ORD,SEA,E175,3,6,21,6,28,7.4,3,1195,62,11,0
F9,LGA,MCO,737,8,0,13,1,1,8.5,5,2028,80,12,0
UA,EWR,SFO,A319,3,2,17,4,33,5.7,7,1817,80,18,1
F9,SEA,ATL,A350,6,3,10,5,46,5.5,7,794,84,11,0
WN,LGA,EWR,A350,7,6,9,8,28,6.9,9,483,5,15,0
B6,DTW,ORD,777,12,4,9,5,40,4.2,6,1414,84,18,1
UA,LGA,SEA,A350,1,6,13,8,39,3.9,5,2992,40,17,1
UA,LAX,CLT,A380,6,0,11,2,54,8.7,7,2506,56,17,1
AA,DTW,EWR,737,6,6,7,6,44,5.2,3,695,84,14,0
F9,PHX,SFO,737MAX,6,6,20,9,2,4.8,10,1666,16,14,0
UA,BOS,DEN,777,9,2,12,7,25,4.0,3,1338,41,14,0
UA,MSP,LGA,A350,3,5,20,3,27,5.9,10,2533,22,7,0
WN,SEA,ORD,737,10,5,5,9,9,7.4,7,2406,28,14,0
WN,ATL,SFO,787,4,0,6,7,33,6.0,3,983,23,13,0
B6,SEA,EWR,A380,4,1,19,8,14,5.8,5,414,64,16,1
F9,JFK,LAX,E175,7,1,15,1,6,1.7,8,2475,0,13,0
AS,DFW,CLT,A350,12,5,8,7,72,5.8,6,1618,21,16,1
UA,MIA,EWR,A321,1,3,17,4,1,2.2,1,1848,21,16,1
WN,SFO,DFW,777,3,1,17,4,66,9.3,5,2693,76,17,1
AS,CLT,ORD,A319,5,3,10,9,28,5.5,7,1922,28,11,0
B6,PHX,ATL,737,6,2,16,4,45,0.9,4,1551,77,19,1
DL,EWR,DTW,787,7,5,18,7,2,7.8,4,1939,6,13,0
AA,CLT,MCO,737,8,1,8,3,4,8.6,9,2174,59,12,0
AA,DFW,DEN,A350,1,0,7,10,67,1.4,2,641,2,19,1
UA,DTW,MCO,777,4,3,8,4,0,4.6,6,1875,2,12,0
NK,JFK,DEN,737,5,2,11,2,9,4.0,7,2234,10,9,0
AA,LAX,JFK,A350,9,4,18,2,8,1.3,5,2475,44,8,0
AS,DEN,LGA,A319,2,5,16,5,8,6.6,6,1905,18,10,0
F9,LAS,MIA,737MAX,6,1,6,3,60,7.1,10,2642,45,27,1
NK,PHX,LGA,A319,3,5,16,5,43,1.9,8,1731,19,19,1
F9,LAX,SFO,737,3,5,20,6,35,2.6,9,337,88,22,1
WN,MSP,PHX,E175,1,3,20,8,40,9.0,5,2620,35,19,1
UA,ATL,MCO,737MAX,6,3,15,9,65,2.7,10,309,29,33,1
AS,CLT,JFK,A350,7,5,5,1,22,3.5,2,1224,73,9,0
WN,SEA,BOS,A380,2,4,9,9,52,9.7,9,765,22,26,1
AS,SEA,DTW,A319,4,2,22,6,47,2.3,7,1841,3,7,0
AA,DTW,CLT,A380,9,3,6,7,21,4.8,10,662,32,13,0
NK,DTW,LAX,A350,11,1,10,1,53,8.4,2,724,27,14,0
F9,BOS,LAS,A321,3,1,14,8,73,1.4,7,1201,46,18,1
WN,LAS,ORD,A380,6,4,22,5,36,0.3,1,1626,62,9,0
DL,SFO,DEN,A320,4,4,6,4,2,0.4,5,1378,32,13,0
WN,DTW,EWR,777,7,1,8,10,8,4.9,3,1767,57,9,0
WN,SEA,ATL,737,3,0,20,3,33,1.8,2,818,22,18,1
UA,ORD,MCO,787,5,4,5,4,40,1.7,5,2029,78,18,1
DL,PHX,ATL,A321,7,2,15,3,72,4.1,2,977,60,16,1
WN,DEN,JFK,A380,5,6,20,3,35,7.6,5,2535,86,16,1
DL,EWR,DEN,A350,2,6,12,10,34,4.9,10,2056,15,13,0
DL,CLT,ATL,737MAX,9,1,21,3,10,5.2,6,2243,54,7,0
WN,JFK,CLT,A321,6,5,10,10,26,5.7,2,1900,34,12,0
NK,EWR,DTW,737MAX,3,6,17,2,46,9.4,8,1364,84,16,1
AS,MCO,MSP,A319,6,5,12,9,34,7.1,7,614,24,17,1
AS,CLT,DTW,E175,6,4,6,3,60,5.9,5,769,55,16,1
NK,BOS,MCO,777,3,0,10,3,4,1.4,9,1325,83,16,1
WN,SEA,BOS,777,7,3,15,2,73,4.0,5,1147,1,20,1
NK,CLT,LAX,777,10,6,21,9,46,3.6,6,1186,42,25,1
F9,EWR,DFW,A350,3,6,11,10,1,8.6,9,1813,4,11,0
AA,SFO,MIA,777,7,0,11,9,64,4.8,5,1800,78,16,1
AS,ATL,MSP,737MAX,4,4,10,7,68,7.2,1,2429,25,11,0
UA,LAS,BOS,777,5,2,21,7,31,4.3,4,2860,81,15,0
F9,LGA,CLT,737,7,2,19,7,77,2.3,3,626,17,25,1
UA,DTW,CLT,A321,2,3,22,9,19,7.8,7,2081,57,14,0
NK,MSP,DFW,777,10,1,9,7,66,3.8,2,897,66,22,1
UA,MIA,DEN,A319,11,2,9,6,8,3.9,1,2516,87,10,0
B6,ATL,DTW,E175,1,0,18,10,19,1.5,7,2346,84,24,1
AS,MSP,SFO,A350,9,0,22,3,75,2.4,9,368,4,17,1
F9,LAX,DFW,737,2,4,7,10,41,5.0,3,2206,27,15,0
DL,DEN,BOS,737,1,2,18,7,59,2.9,6,314,49,18,1
UA,SEA,BOS,A319,1,4,6,3,47,7.5,9,1388,6,12,0
B6,PHX,SEA,737,7,6,6,10,72,0.9,8,2606,10,31,1
B6,LGA,LAS,787,8,3,18,4,42,7.3,6,1981,45,13,0
UA,LAS,MIA,787,6,3,18,4,20,3.3,3,820,71,0,0
NK,MCO,EWR,737,7,2,20,2,4,3.5,2,688,2,15,0
AA,SFO,MCO,737MAX,5,3,17,9,75,1.7,4,472,75,28,1
WN,DFW,LAS,A350,7,3,15,8,0,1.7,8,722,65,21,1
F9,MCO,PHX,A321,2,2,10,7,0,6.9,3,466,10,6,0
UA,JFK,DTW,A380,5,3,7,10,10,6.9,10,2822,27,21,1
AS,MCO,ORD,A321,5,2,12,7,48,8.8,7,1748,55,15,0
F9,BOS,MIA,A320,12,4,13,7,19,5.9,6,1864,34,9,0
NK,SEA,DFW,E175,6,6,8,8,24,9.0,6,2135,73,13,0
NK,PHX,DTW,777,9,1,15,9,19,7.4,10,2067,62,14,0
AA,DFW,CLT,A350,1,3,19,1,52,6.6,7,2917,68,19,1
WN,MIA,DFW,A321,11,1,12,3,7,9.3,9,762,69,8,0
UA,EWR,MCO,A350,2,5,8,7,6,4.1,8,2183,53,10,0
NK,CLT,BOS,A321,1,1,20,7,22,5.8,3,555,73,16,1
B6,CLT,SEA,A321,2,5,11,9,51,2.6,7,2218,22,21,1
UA,CLT,PHX,777,10,0,10,4,41,5.9,7,2099,11,6,0
F9,DEN,CLT,E175,11,5,10,9,24,3.2,8,488,29,20,1
DL,DEN,LAX,E175,4,3,12,7,39,10.0,4,862,70,0,0
AA,DFW,ATL,A319,4,1,21,6,30,8.6,5,730,24,5,0
AS,DEN,MIA,787,11,0,10,8,5,6.3,2,615,39,12,0
NK,DEN,ORD,737,9,3,20,2,7,3.9,3,920,19,13,0
WN,EWR,LAX,787,3,0,16,8,58,9.2,7,2383,36,17,1
AS,JFK,BOS,737MAX,10,6,5,8,23,0.3,7,187,62,13,0
AA,MSP,EWR,737MAX,1,3,10,10,41,4.1,8,2260,50,20,1
WN,ORD,PHX,A350,12,3,10,10,31,6.6,8,1302,66,25,1
AS,SFO,BOS,A321,9,3,10,3,6,2.2,10,1839,89,12,0
UA,LAX,SEA,737MAX,9,6,16,6,69,8.6,6,954,89,20,1
NK,BOS,DEN,A380,2,4,5,5,34,8.8,10,1141,45,14,0
NK,MIA,SEA,E175,7,5,12,5,11,8.4,1,2428,75,13,0
AS,CLT,MSP,737,12,3,17,1,40,5.4,10,1421,89,15,0
UA,DTW,LGA,A350,8,4,11,8,71,4.0,4,621,70,26,1
UA,MIA,JFK,A319,12,4,8,3,22,8.8,3,1090,42,5,0
AA,ATL,SFO,A380,6,0,6,3,72,5.9,6,513,41,14,0
AA,LAX,LGA,A319,2,0,6,3,27,1.7,10,1371,83,13,0
WN,PHX,DTW,A350,10,1,21,10,72,8.2,1,996,19,15,0
B6,MCO,CLT,A350,1,3,11,2,44,5.5,4,2464,15,13,0
AA,LAS,DTW,777,10,5,19,8,36,4.1,4,2637,67,23,1
WN,MIA,PHX,787,3,5,17,4,59,7.6,10,2667,13,17,1
AA,MIA,ORD,787,9,6,10,2,9,4.2,7,531,47,12,0
B6,SFO,ATL,A380,12,3,15,9,21,1.8,4,946,24,16,1
B6,LAX,DTW,A380,9,0,6,1,61,4.0,2,1273,6,7,0
UA,EWR,SEA,A350,7,6,12,4,2,0.3,6,457,35,21,1
NK,DEN,LGA,A321,1,0,7,8,14,4.0,10,1284,8,12,0
F9,JFK,LAS,737MAX,3,5,20,1,48,4.9,4,2401,84,12,0
B6,LAS,CLT,777,2,4,13,9,57,8.0,7,1735,31,16,1
AS,JFK,EWR,A380,11,4,14,9,10,2.9,8,1881,40,11,0
AA,ATL,MSP,737,6,1,8,8,51,6.6,5,687,51,20,1
UA,EWR,LAX,737,6,0,16,2,30,6.6,10,1802,37,10,0
WN,MCO,PHX,A380,9,5,9,3,44,5.8,4,1720,20,13,0
F9,JFK,PHX,A321,9,3,19,5,8,3.3,6,1902,1,7,0
UA,CLT,LGA,777,4,4,13,1,30,1.3,6,1741,74,28,1
AA,DEN,DTW,A380,3,3,17,5,73,6.8,7,2009,49,19,1
AA,LAS,MSP,A320,7,2,13,6,11,2.3,9,2671,0,10,0
B6,JFK,MSP,A321,4,0,12,4,30,1.4,8,2812,46,9,0
NK,MSP,DFW,777,1,4,16,6,28,9.7,3,1745,46,14,0
WN,DTW,PHX,E175,5,1,16,5,77,9.3,5,2162,31,10,0
F9,CLT,JFK,777,8,4,7,1,21,4.5,6,1330,61,7,0
UA,JFK,DTW,787,6,6,19,4,74,7.3,7,2602,46,24,1
B6,DTW,MCO,A320,11,2,5,7,79,0.3,9,2611,84,18,1
WN,DFW,DEN,A320,1,3,20,2,5,3.4,7,641,30,13,0
WN,SEA,CLT,787,9,6,19,8,7,5.2,7,1444,48,13,0
WN,DTW,SEA,E175,3,3,9,9,74,8.4,6,2562,41,26,1
UA,LGA,DEN,A320,6,6,22,7,54,3.6,7,1370,82,18,1
B6,MCO,ATL,737MAX,10,1,7,2,72,6.2,9,2711,16,17,1
WN,SEA,CLT,737MAX,6,2,16,9,48,7.5,3,316,33,21,1
F9,LGA,ORD,A350,5,5,18,10,15,4.3,6,321,23,15,0
WN,EWR,DFW,737MAX,8,4,7,6,0,2.0,1,359,78,18,1
NK,PHX,MSP,A380,5,0,12,7,49,8.1,4,2947,78,19,1
DL,MIA,DEN,E175,10,6,7,6,14,4.9,6,2288,26,9,0
B6,MIA,JFK,A321,1,4,16,10,21,0.5,8,1090,29,25,1
AS,CLT,LAX,737MAX,8,3,6,5,9,7.9,5,2782,17,12,0
AS,DEN,BOS,A320,10,3,16,2,36,6.6,10,2489,27,6,0
AA,DEN,DFW,A319,2,3,22,3,19,0.8,1,641,79,0,0
AA,CLT,PHX,737MAX,3,4,8,10,2,6.0,2,1579,63,12,0
AS,ORD,DFW,787,12,4,6,1,28,3.7,6,1586,66,7,0
UA,EWR,BOS,A380,2,0,6,8,9,7.7,6,2466,20,11,0
WN,ORD,JFK,A321,5,5,8,3,4,5.3,1,740,3,5,0
DL,MSP,LAS,A350,6,3,9,3,7,4.2,9,2558,74,12,0
AA,BOS,ATL,777,6,2,5,3,15,8.5,5,1070,16,9,0
NK,EWR,MIA,737MAX,1,0,18,8,17,0.5,8,2438,18,24,1
F9,LAX,MIA,787,5,3,16,3,62,6.5,4,1040,52,19,1
UA,SFO,DFW,A321,2,6,22,1,79,7.9,8,2168,55,14,0
NK,MIA,MSP,E175,6,2,14,9,36,8.1,3,1171,67,19,1
UA,JFK,PHX,787,6,1,5,9,33,8.6,1,1242,85,17,1
UA,LAX,SFO,777,5,2,9,7,77,6.0,10,337,4,16,1
NK,ORD,DFW,E175,3,3,6,2,27,2.7,5,2828,14,17,1
UA,SFO,BOS,E175,10,6,5,1,60,1.9,10,1042,11,17,1
F9,PHX,ORD,A319,12,6,17,8,27,3.4,2,2712,45,23,1
B6,MCO,ORD,737MAX,4,1,20,10,1,8.5,2,1670,25,9,0
UA,LGA,ORD,737,10,3,5,1,78,5.1,6,1510,89,16,1
DL,PHX,LAS,E175,1,5,20,2,75,0.4,5,791,86,22,1
AS,LGA,SFO,787,9,3,21,6,38,4.5,9,1902,85,20,1
UA,SFO,MCO,A320,7,3,8,4,5,2.2,4,890,14,13,0
F9,DTW,EWR,E175,7,2,13,6,21,8.8,5,2607,83,9,0
UA,MIA,CLT,777,10,6,19,4,32,5.5,9,335,39,10,0
DL,LAX,MIA,A319,4,3,20,4,34,8.9,8,336,81,17,1
B6,LAS,ATL,737,3,3,10,9,76,1.0,10,548,74,27,1
DL,EWR,BOS,E175,6,3,21,1,33,9.5,1,2747,36,10,0
AS,SEA,MSP,A320,7,4,20,6,27,3.0,2,1361,51,9,0
F9,PHX,ORD,A320,4,4,19,2,9,3.1,1,2850,8,4,0
UA,DTW,CLT,A350,12,3,15,5,78,7.6,3,1945,39,13,0
WN,MIA,LAX,A321,1,1,6,7,14,3.7,4,2457,20,19,1
WN,SFO,ATL,777,7,1,14,2,79,3.5,10,2035,52,22,1
AA,SFO,DEN,787,8,5,6,6,2,4.0,2,1661,87,13,0
UA,SEA,CLT,E175,7,5,5,8,63,7.8,1,1272,32,16,1
F9,DTW,MCO,A380,4,0,15,1,2,1.8,5,2539,39,9,0
NK,MSP,LAX,737MAX,5,5,16,4,16,0.5,7,1711,24,6,0
UA,SEA,EWR,777,2,6,17,5,39,1.8,4,2381,71,22,1
AS,MSP,LAS,787,6,3,9,6,33,6.0,2,2764,82,13,0
AA,DTW,ATL,777,11,5,12,7,26,0.9,8,1246,69,20,1
AA,MIA,JFK,737,12,5,12,10,27,9.3,10,1090,62,6,0
AS,LAX,BOS,A321,12,3,11,9,7,2.0,4,1105,80,14,0
UA,DTW,DFW,A350,9,3,13,6,11,6.0,7,1828,42,1,0
DL,LAS,MIA,787,8,2,8,1,45,9.9,3,1459,10,10,0
AS,LAX,MIA,787,3,3,6,8,73,1.7,4,699,0,18,1
F9,CLT,DTW,E175,2,1,16,5,42,4.1,10,987,46,8,0
F9,BOS,DEN,E175,6,2,20,2,69,0.8,1,1291,13,11,0
B6,DEN,EWR,A321,4,5,7,9,57,4.9,9,424,75,24,1
